0.36	-5.62	0.1	1	0	0	0	0	0	0	0	0	0
0.36	-5.62	0.1	1	0	0	0	1.02861e-08	6.54543e-09	7.44647e-09	0	0	0
0.36	-5.62	0.1	1	0	0	0	1.62995e-07	1.03734e-07	1.17998e-07	0	0	0
0.36	-5.62	0.1	1	0	0	0	8.17205e-07	5.20168e-07	5.91612e-07	0	0	0
0.36	-5.62	0.1	1	0	0	0	2.55781e-06	1.62834e-06	1.85173e-06	0	0	0
0.36	-5.62	0.1	1	0	0	0	6.18417e-06	3.93751e-06	4.47707e-06	0	0	0
0.36	-5.62	0.1	1	0	0	0	1.2699e-05	8.08675e-06	9.19359e-06	0	0	0
0.36	-5.62	0.1	1	0	0	0	2.32975e-05	1.48381e-05	1.68667e-05	0	0	0
0.360001	-5.62	0.1	1	0	0	0	3.93569e-05	2.50701e-05	2.84933e-05	0	0	0
0.360001	-5.62	0.100001	1	0	0	0	6.24259e-05	3.97709e-05	4.51949e-05	0	0	0
0.360002	-5.62	0.100001	1	0	0	0	9.42145e-05	6.00323e-05	6.82097e-05	0	0	0
0.360003	-5.62	0.100002	1	0	0	0	0.000136585	8.70434e-05	9.88857e-05	0	0	0
0.360005	-5.62	0.100003	1	0	0	0	0.00019154	0.000122085	0.000138674	0	0	0
0.360007	-5.62	0.100005	1	0	0	0	0.000261216	0.000166521	0.00018912	0	0	0
0.36001	-5.61999	0.100007	1	0	0	0	0.000347873	0.000221799	0.000251862	0	0	0
0.360014	-5.61999	0.10001	1	0	0	0	0.000453885	0.000289437	0.000328618	0	0	0
0.360019	-5.61999	0.100014	1	0	0	0	0.000581732	0.000371023	0.000421184	0	0	0
0.360026	-5.61998	0.100019	1	0	0	0	0.00073399	0.000468208	0.000531426	0	0	0
0.360034	-5.61998	0.100025	1	0	0	0	0.000913325	0.000582701	0.000661274	0	0	0
0.360044	-5.61997	0.100032	1	0	0	0	0.00112248	0.000716262	0.000812718	0	0	0
0.360056	-5.61996	0.100041	1	0	0	0	0.00136429	0.000870703	0.000987801	0	0	0
0.360071	-5.61995	0.100052	1	0	0	0	0.00164162	0.00104788	0.00118861	0	0	0
0.360089	-5.61994	0.100065	1	0	0	0	0.00195743	0.00124967	0.00141728	0	0	0
0.360111	-5.61993	0.10008	1	0	0	0	0.0023147	0.00147802	0.00167598	0	0	0
0.360136	-5.61991	0.100098	1	0	0	0	0.00271647	0.00173486	0.0019669	0	0	0
0.360165	-5.61989	0.10012	1	0	0	0	0.00316583	0.00202219	0.00229229	0	0	0
0.360199	-5.61987	0.100144	1	0	0	0	0.00366587	0.00234201	0.00265437	0	0	0
0.360239	-5.61985	0.100173	1	0	0	0	0.00421972	0.00269632	0.00305543	0	0	0
0.360284	-5.61982	0.100206	1	0	0	0	0.00483053	0.00308717	0.00349774	0	0	0
0.360336	-5.61979	0.100243	1	0	0	0	0.00550146	0.00351659	0.00398359	0	0	0
0.360394	-5.61975	0.100285	1	0	0	0	0.00623567	0.00398663	0.00451528	0	0	0
0.36046	-5.61971	0.100333	1	0	0	0	0.00703633	0.00449934	0.00509508	0	0	0
0.360535	-5.61966	0.100387	1	0	0	0	0.0079066	0.00505676	0.0057253	0	0	0
0.360619	-5.6196	0.100448	1	0	0	0	0.00884962	0.00566093	0.00640822	0	0	0
0.360712	-5.61954	0.100516	1	0	0	0	0.00986852	0.00631389	0.0071461	0	0	0
0.360816	-5.61948	0.100591	1	0	0	0	0.0109664	0.00701766	0.0079412	0	0	0
0.360932	-5.6194	0.100675	1	0	0	0	0.0121464	0.00777425	0.00879576	0	0	0
0.36106	-5.61932	0.100767	1	0	0	0	0.0134116	0.00858565	0.00971199	0	0	0
0.3612	-5.61923	0.100869	1	0	0	0	0.0147648	0.00945383	0.0106921	0	0	0
0.361355	-5.61913	0.100981	1	0	0	0	0.0162093	0.0103807	0.0117382	0	0	0
0.361525	-5.61902	0.101104	1	0	0	0	0.0177478	0.0113683	0.0128525	0	0	0
0.361711	-5.61891	0.101239	1	0	0	0	0.0193833	0.0124184	0.014037	0	0	0
0.361913	-5.61878	0.101385	1	0	0	0	0.0211187	0.0135329	0.0152939	0	0	0
0.362133	-5.61863	0.101545	1	0	0	0	0.0229566	0.0147137	0.0166251	0	0	0
